process_entropy,number_of_traces,statespace_size,process_type,process_memory,med_ent_n_transitions,inter_arrival_time,process_stability_scale,resource_availability_p,resource_availability_n,resource_availability_m,activity_duration_lambda_range,Deterministic_offset_W,Deterministic_offset_u,model_pipeline,num_replications,RUN,Done,Failure,simuation_time_sec,num_traces,num_events,num_variants,avg_tracelen,min_tracelen,max_tracelen
min_entropy,500.0,10,memoryless,2.0,3.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,1.0,148,0,0,1.6866796016693115,500,5000,1,10.0,10,10
med_entropy,500.0,10,memoryless,2.0,3.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,1.0,149,0,0,1.5431427955627441,500,4447,381,8.894,1,58
max_entropy,500.0,10,memoryless,2.0,3.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,1.0,150,0,0,1.7944562435150146,500,5376,459,10.752,1,51
min_entropy,500.0,5,memory,2.0,3.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,1.0,151,0,0,1.0479671955108643,500,2500,1,5.0,5,5
med_entropy,500.0,5,memory,2.0,3.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,1.0,152,0,0,2.8995397090911865,500,3944,289,7.888,1,81
max_entropy,500.0,5,memory,2.0,3.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,1.0,153,0,0,2.6387856006622314,500,3052,372,6.104,1,40
min_entropy,500.0,10,memory,2.0,3.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,1.0,154,0,0,1.6894702911376953,500,5000,1,10.0,10,10
med_entropy,500.0,10,memory,2.0,3.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,1.0,155,0,0,8.615178346633911,500,9935,413,19.87,1,97
max_entropy,500.0,10,memory,2.0,3.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,1.0,156,0,0,7.640956878662109,500,5805,458,11.61,1,65
min_entropy,500.0,5,memoryless,4.0,3.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,1.0,157,0,0,1.0474698543548584,500,2500,1,5.0,5,5
med_entropy,500.0,5,memoryless,4.0,3.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,1.0,158,0,0,0.9286601543426514,500,2050,242,4.1,1,40
max_entropy,500.0,5,memoryless,4.0,3.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,1.0,159,0,0,1.2138524055480957,500,3135,368,6.27,1,28
min_entropy,500.0,10,memoryless,4.0,3.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,1.0,160,0,0,1.6822097301483154,500,5000,1,10.0,10,10
med_entropy,500.0,10,memoryless,4.0,3.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,1.0,161,0,0,1.520592212677002,500,4346,390,8.692,1,45
max_entropy,500.0,10,memoryless,4.0,3.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,1.0,162,0,0,1.8346858024597168,500,5528,458,11.056,1,69
min_entropy,500.0,5,memory,4.0,3.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,1.0,163,0,0,1.0395228862762451,500,2500,1,5.0,5,5
med_entropy,500.0,5,memory,4.0,3.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,1.0,164,0,0,32.714619636535645,500,3178,337,6.356,1,27
max_entropy,500.0,5,memory,4.0,3.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,1.0,165,0,0,46.75278449058533,500,3071,339,6.142,1,33
min_entropy,500.0,10,memory,4.0,3.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,1.0,166,0,0,1.6973943710327148,500,5000,1,10.0,10,10
med_entropy,500.0,10,memory,4.0,3.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,1.0,167,0,0,455.19467544555664,500,7513,426,15.026,1,96
max_entropy,500.0,10,memory,4.0,3.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,1.0,168,0,0,460.4270603656769,500,5240,449,10.48,1,54
min_entropy,500.0,5,memoryless,2.0,5.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,1.0,169,0,0,1.054919958114624,500,2500,1,5.0,5,5
med_entropy,500.0,5,memoryless,2.0,5.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,1.0,170,0,0,0.9684996604919434,500,2187,272,4.374,1,21
max_entropy,500.0,5,memoryless,2.0,5.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,1.0,171,0,0,1.23024320602417,500,3086,367,6.172,1,57
min_entropy,500.0,10,memoryless,2.0,5.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,1.0,172,0,0,1.7139663696289062,500,5000,1,10.0,10,10
med_entropy,500.0,10,memoryless,2.0,5.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,1.0,173,0,0,1.3027563095092773,500,3470,378,6.94,1,37
max_entropy,500.0,10,memoryless,2.0,5.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,1.0,174,0,0,1.8130004405975342,500,5468,457,10.936,1,76
min_entropy,500.0,5,memory,2.0,5.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,1.0,175,0,0,1.0588932037353516,500,2500,1,5.0,5,5
med_entropy,500.0,5,memory,2.0,5.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,1.0,176,0,0,2.9670867919921875,500,2327,243,4.654,1,26
max_entropy,500.0,5,memory,2.0,5.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,1.0,177,0,0,2.303102970123291,500,2870,343,5.74,1,28
min_entropy,500.0,10,memory,2.0,5.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,1.0,178,0,0,1.6916468143463135,500,5000,1,10.0,10,10
med_entropy,500.0,10,memory,2.0,5.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,1.0,179,0,0,6.851550102233887,500,3516,370,7.032,1,48
max_entropy,500.0,10,memory,2.0,5.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,1.0,180,0,0,6.927166223526001,500,5127,457,10.254,1,70
min_entropy,500.0,5,memoryless,4.0,5.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,1.0,181,0,0,1.0341150760650635,500,2500,1,5.0,5,5
med_entropy,500.0,5,memoryless,4.0,5.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,1.0,182,0,0,1.2381889820098877,500,3257,322,6.514,1,45
max_entropy,500.0,5,memoryless,4.0,5.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,1.0,183,0,0,1.183058738708496,500,2924,355,5.848,1,31
min_entropy,500.0,10,memoryless,4.0,5.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,1.0,184,0,0,1.676774263381958,500,5000,1,10.0,10,10
med_entropy,500.0,10,memoryless,4.0,5.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,1.0,185,0,0,1.484140157699585,500,4191,383,8.382,1,47
max_entropy,500.0,10,memoryless,4.0,5.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,1.0,186,0,0,1.8307127952575684,500,5477,464,10.954,1,60
min_entropy,500.0,5,memory,4.0,5.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,1.0,187,0,0,1.036543607711792,500,2500,1,5.0,5,5
med_entropy,500.0,5,memory,4.0,5.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,1.0,188,0,0,28.866758346557617,500,3000,302,6.0,1,33
max_entropy,500.0,5,memory,4.0,5.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,1.0,189,0,0,32.95035147666931,500,2831,333,5.662,1,43
min_entropy,500.0,10,memory,4.0,5.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,1.0,190,0,0,1.6950926780700684,500,5000,1,10.0,10,10
med_entropy,500.0,10,memory,4.0,5.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,1.0,191,0,0,457.1281409263611,500,6246,411,12.492,1,66
max_entropy,500.0,10,memory,4.0,5.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,1.0,192,0,0,455.0896563529968,500,5274,443,10.548,1,70
min_entropy,500.0,5,memoryless,2.0,3.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,2.0,193,0,0,1.0325696468353271,500,2500,1,5.0,5,5
med_entropy,500.0,5,memoryless,2.0,3.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,2.0,194,0,0,0.9486334323883057,500,2113,269,4.226,1,32
max_entropy,500.0,5,memoryless,2.0,3.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,2.0,195,0,0,1.0891900062561035,500,2700,343,5.4,1,30
min_entropy,500.0,10,memoryless,2.0,3.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,2.0,196,0,0,1.6911499500274658,500,5000,1,10.0,10,10
med_entropy,500.0,10,memoryless,2.0,3.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,2.0,197,0,0,1.717473030090332,500,5086,417,10.172,1,57
max_entropy,500.0,10,memoryless,2.0,3.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,2.0,198,0,0,1.8585257530212402,500,5620,458,11.24,1,65
min_entropy,500.0,5,memory,2.0,3.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,2.0,199,0,0,1.0529334545135498,500,2500,1,5.0,5,5
med_entropy,500.0,5,memory,2.0,3.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,2.0,200,0,0,2.5374693870544434,500,3679,366,7.358,1,36
max_entropy,500.0,5,memory,2.0,3.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,2.0,201,0,0,2.5185964107513428,500,3679,356,7.358,1,44
min_entropy,500.0,10,memory,2.0,3.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,2.0,202,0,0,1.687023401260376,500,5000,1,10.0,10,10
med_entropy,500.0,10,memory,2.0,3.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,2.0,203,0,0,6.657319068908691,500,2951,345,5.902,1,32
max_entropy,500.0,10,memory,2.0,3.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,2.0,204,0,0,7.442548990249634,500,5167,452,10.334,1,51
min_entropy,500.0,5,memoryless,4.0,3.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,2.0,205,0,0,1.0402908325195312,500,2500,1,5.0,5,5
med_entropy,500.0,5,memoryless,4.0,3.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,2.0,206,0,0,0.9923405647277832,500,2138,266,4.276,1,23
max_entropy,500.0,5,memoryless,4.0,3.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,2.0,207,0,0,1.1954758167266846,500,3089,354,6.178,1,45
min_entropy,500.0,10,memoryless,4.0,3.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,2.0,208,0,0,1.688218116760254,500,5000,1,10.0,10,10
med_entropy,500.0,10,memoryless,4.0,3.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,2.0,209,0,0,1.7191412448883057,500,5087,415,10.174,1,59
max_entropy,500.0,10,memoryless,4.0,3.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,2.0,210,0,0,1.9027299880981445,500,5758,461,11.516,1,57
min_entropy,500.0,5,memory,4.0,3.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,2.0,211,0,0,1.0583970546722412,500,2500,1,5.0,5,5
med_entropy,500.0,5,memory,4.0,3.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,2.0,212,0,0,38.78221082687378,500,6903,314,13.806,1,98
max_entropy,500.0,5,memory,4.0,3.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,2.0,213,0,0,32.589274883270264,500,3027,351,6.054,1,42
min_entropy,500.0,10,memory,4.0,3.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,2.0,214,0,0,1.6832032203674316,500,5000,1,10.0,10,10
med_entropy,500.0,10,memory,4.0,3.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,2.0,215,0,0,450.49509930610657,500,3926,398,7.852,1,41
max_entropy,500.0,10,memory,4.0,3.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,2.0,216,0,0,466.2801742553711,500,5614,428,11.228,1,75
min_entropy,500.0,5,memoryless,2.0,5.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,2.0,217,0,0,1.0499529838562012,500,2500,1,5.0,5,5
med_entropy,500.0,5,memoryless,2.0,5.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,2.0,218,0,0,0.8766164779663086,500,1702,209,3.404,1,21
max_entropy,500.0,5,memoryless,2.0,5.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,2.0,219,0,0,1.261533260345459,500,3322,365,6.644,1,44
min_entropy,500.0,10,memoryless,2.0,5.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,2.0,220,0,0,1.7179701328277588,500,5000,1,10.0,10,10
med_entropy,500.0,10,memoryless,2.0,5.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,2.0,221,0,0,1.3901700973510742,500,3801,383,7.602,1,39
max_entropy,500.0,10,memoryless,2.0,5.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,2.0,222,0,0,1.9980196952819824,500,6166,446,12.332,1,78
min_entropy,500.0,5,memory,2.0,5.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,2.0,223,0,0,1.0499532222747803,500,2500,1,5.0,5,5
med_entropy,500.0,5,memory,2.0,5.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,2.0,224,0,0,2.804248094558716,500,3539,340,7.078,1,37
max_entropy,500.0,5,memory,2.0,5.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,2.0,225,0,0,2.8040950298309326,500,2933,325,5.866,1,31
min_entropy,500.0,10,memory,2.0,5.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,2.0,226,0,0,1.7418484687805176,500,5000,1,10.0,10,10
med_entropy,500.0,10,memory,2.0,5.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,2.0,227,0,0,8.414526224136353,500,9831,467,19.662,1,87
max_entropy,500.0,10,memory,2.0,5.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,2.0,228,0,0,7.063095808029175,500,5962,462,11.924,1,57
min_entropy,500.0,5,memoryless,4.0,5.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,2.0,229,0,0,1.052933692932129,500,2500,1,5.0,5,5
med_entropy,500.0,5,memoryless,4.0,5.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,2.0,230,0,0,1.0276024341583252,500,2438,282,4.876,1,31
max_entropy,500.0,5,memoryless,4.0,5.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,2.0,231,0,0,1.1527636051177979,500,2889,358,5.778,1,32
min_entropy,500.0,10,memoryless,4.0,5.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,2.0,232,0,0,1.6866796016693115,500,5000,1,10.0,10,10
med_entropy,500.0,10,memoryless,4.0,5.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,2.0,233,0,0,1.4924836158752441,500,4136,366,8.272,1,55
max_entropy,500.0,10,memoryless,4.0,5.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,2.0,234,0,0,1.8083627223968506,500,5379,449,10.758,1,71
min_entropy,500.0,5,memory,4.0,5.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,2.0,235,0,0,1.0494565963745117,500,2500,1,5.0,5,5
med_entropy,500.0,5,memory,4.0,5.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,2.0,236,0,0,25.877819061279297,500,4069,324,8.138,1,65
max_entropy,500.0,5,memory,4.0,5.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,2.0,237,0,0,33.5408878326416,500,2674,326,5.348,1,29
min_entropy,500.0,10,memory,4.0,5.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,2.0,238,0,0,1.700089693069458,500,5000,1,10.0,10,10
med_entropy,500.0,10,memory,4.0,5.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,2.0,239,0,0,3046.4068551063538,500,21060,353,42.12,1,458
max_entropy,500.0,10,memory,4.0,5.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,2.0,240,0,0,445.0751256942749,500,5289,429,10.578,1,69
min_entropy,500.0,5,memoryless,2.0,3.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,2.0,241,0,0,1.046004295349121,500,2500,1,5.0,5,5
med_entropy,500.0,5,memoryless,2.0,3.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,2.0,242,0,0,0.9943270683288574,500,2275,272,4.55,1,24
max_entropy,500.0,5,memoryless,2.0,3.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,2.0,243,0,0,1.179086685180664,500,3040,362,6.08,1,48
min_entropy,500.0,10,memoryless,2.0,3.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,2.0,244,0,0,1.6871764659881592,500,5000,1,10.0,10,10
med_entropy,500.0,10,memoryless,2.0,3.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,2.0,245,0,0,1.4716229438781738,500,4165,355,8.33,1,61
max_entropy,500.0,10,memoryless,2.0,3.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,2.0,246,0,0,1.934053659439087,500,5890,466,11.78,1,74
min_entropy,500.0,5,memory,2.0,3.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,2.0,247,0,0,1.0534296035766602,500,2500,1,5.0,5,5
med_entropy,500.0,5,memory,2.0,3.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,2.0,248,0,0,2.728121757507324,500,3017,317,6.034,1,37
max_entropy,500.0,5,memory,2.0,3.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,2.0,249,0,0,2.3760530948638916,500,3017,344,6.034,1,36
min_entropy,500.0,10,memory,2.0,3.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,2.0,250,0,0,1.6921436786651611,500,5000,1,10.0,10,10
med_entropy,500.0,10,memory,2.0,3.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,2.0,251,0,0,7.025846004486084,500,4157,399,8.314,1,39
max_entropy,500.0,10,memory,2.0,3.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,2.0,252,0,0,7.009361505508423,500,6379,474,12.758,1,68
min_entropy,500.0,5,memoryless,4.0,3.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,2.0,253,0,0,1.0477924346923828,500,2500,1,5.0,5,5
med_entropy,500.0,5,memoryless,4.0,3.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,2.0,254,0,0,0.9133696556091309,500,1943,229,3.886,1,21
max_entropy,500.0,5,memoryless,4.0,3.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,2.0,255,0,0,1.173126459121704,500,3010,352,6.02,1,43
min_entropy,500.0,10,memoryless,4.0,3.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,2.0,256,0,0,1.699096441268921,500,5000,1,10.0,10,10
med_entropy,500.0,10,memoryless,4.0,3.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,2.0,257,0,0,1.507436990737915,500,4257,393,8.514,1,48
max_entropy,500.0,10,memoryless,4.0,3.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,2.0,258,0,0,1.8782892227172852,500,5689,439,11.378,1,82
min_entropy,500.0,5,memory,4.0,3.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,2.0,259,0,0,1.079782247543335,500,2500,1,5.0,5,5
med_entropy,500.0,5,memory,4.0,3.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,2.0,260,0,0,25.880799770355225,500,4726,335,9.452,1,78
max_entropy,500.0,5,memory,4.0,3.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,2.0,261,0,0,27.143057346343994,500,3032,358,6.064,1,36
min_entropy,500.0,10,memory,4.0,3.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,2.0,262,0,0,1.6812150478363037,500,5000,1,10.0,10,10
med_entropy,500.0,10,memory,4.0,3.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,2.0,263,0,0,461.77407121658325,500,6804,363,13.608,1,84
max_entropy,500.0,10,memory,4.0,3.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,2.0,264,0,0,503.31180119514465,500,5456,443,10.912,1,67
min_entropy,500.0,5,memoryless,2.0,5.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,2.0,265,0,0,1.042999505996704,500,2500,1,5.0,5,5
med_entropy,500.0,5,memoryless,2.0,5.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,2.0,266,0,0,0.8850600719451904,500,1845,235,3.69,1,18
max_entropy,500.0,5,memoryless,2.0,5.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,2.0,267,0,0,1.1736228466033936,500,3020,351,6.04,1,44
min_entropy,500.0,10,memoryless,2.0,5.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,2.0,268,0,0,1.6871764659881592,500,5000,1,10.0,10,10
med_entropy,500.0,10,memoryless,2.0,5.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,2.0,269,0,0,1.2123630046844482,500,3085,356,6.17,1,36
max_entropy,500.0,10,memoryless,2.0,5.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,2.0,270,0,0,1.986666202545166,500,5989,471,11.978,1,58
min_entropy,500.0,5,memory,2.0,5.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,2.0,271,0,0,1.052968978881836,500,2500,1,5.0,5,5
med_entropy,500.0,5,memory,2.0,5.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,2.0,272,0,0,2.2578468322753906,500,2163,229,4.326,1,23
max_entropy,500.0,5,memory,2.0,5.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,2.0,273,0,0,2.6710734367370605,500,3190,352,6.38,1,31
min_entropy,500.0,10,memory,2.0,5.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,2.0,274,0,0,1.6821472644805908,500,5000,1,10.0,10,10
med_entropy,500.0,10,memory,2.0,5.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,2.0,275,0,0,7.1009063720703125,500,2515,308,5.03,1,21
max_entropy,500.0,10,memory,2.0,5.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,2.0,276,0,0,7.975475072860718,500,5524,431,11.048,1,89
min_entropy,500.0,5,memoryless,4.0,5.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,2.0,277,0,0,1.0375370979309082,500,2500,1,5.0,5,5
med_entropy,500.0,5,memoryless,4.0,5.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,2.0,278,0,0,0.9501235485076904,500,2137,245,4.274,1,32
max_entropy,500.0,5,memoryless,4.0,5.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,2.0,279,0,0,1.1747395992279053,500,3036,339,6.072,1,45
min_entropy,500.0,10,memoryless,4.0,5.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,2.0,280,0,0,1.6946260929107666,500,5000,1,10.0,10,10
med_entropy,500.0,10,memoryless,4.0,5.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,2.0,281,0,0,1.5312237739562988,500,4354,357,8.708,1,67
max_entropy,500.0,10,memoryless,4.0,5.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,2.0,282,0,0,1.821852684020996,500,5503,449,11.006,1,70
min_entropy,500.0,5,memory,4.0,5.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,2.0,283,0,0,1.0504498481750488,500,2500,1,5.0,5,5
med_entropy,500.0,5,memory,4.0,5.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,2.0,284,0,0,25.827656269073486,500,2595,211,5.19,1,45
max_entropy,500.0,5,memory,4.0,5.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,2.0,285,0,0,30.463045835494995,500,2992,363,5.984,1,26
min_entropy,500.0,10,memory,4.0,5.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,2.0,286,0,0,1.688666820526123,500,5000,1,10.0,10,10
med_entropy,500.0,10,memory,4.0,5.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,2.0,287,0,0,416.9867534637451,500,4575,361,9.15,1,51
max_entropy,500.0,10,memory,4.0,5.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,2.0,288,0,0,424.65467381477356,500,5632,447,11.264,1,75
min_entropy,500.0,5,memoryless,2.0,3.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,3.0,289,0,0,1.0484819412231445,500,2500,1,5.0,5,5
med_entropy,500.0,5,memoryless,2.0,3.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,3.0,290,0,0,0.8507905006408691,500,1728,213,3.456,1,22
max_entropy,500.0,5,memoryless,2.0,3.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,3.0,291,0,0,1.1224358081817627,500,2820,355,5.64,1,33
min_entropy,500.0,10,memoryless,2.0,3.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,3.0,292,0,0,1.6961166858673096,500,5000,1,10.0,10,10
med_entropy,500.0,10,memoryless,2.0,3.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,3.0,293,0,0,1.2019975185394287,500,3112,353,6.224,1,36
max_entropy,500.0,10,memoryless,2.0,3.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,3.0,294,0,0,1.7775702476501465,500,5385,446,10.77,1,69
min_entropy,500.0,5,memory,2.0,3.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,3.0,295,0,0,1.0574030876159668,500,2500,1,5.0,5,5
med_entropy,500.0,5,memory,2.0,3.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,3.0,296,0,0,3.033876657485962,500,5784,275,11.568,1,78
